Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,User_Score,Developer
Madden NFL 15,PS3,2014.0,Sports,Electronic Arts,1.08,0.11,0.0,0.27,1.45,,2.7,EA Sports
Mass Effect 2,PS3,2011.0,Role-Playing,Electronic Arts,0.78,0.45,0.03,0.19,1.45,94.0,8.5,BioWare
NBA 2K14,PS4,2013.0,Sports,Take-Two Interactive,0.89,0.31,0.01,0.23,1.45,85.0,6.5,Visual Concepts
Disney Princess: Magical Jewels,DS,2007.0,Adventure,Disney Interactive Studios,1.12,0.19,0.0,0.11,1.43,,tbd,1st Playable Productions
Mass Effect 3,PS3,2012.0,Role-Playing,Electronic Arts,0.63,0.56,0.03,0.2,1.42,93.0,5.5,BioWare
Metal Gear Rising: Revengeance,PS3,2013.0,Action,Konami Digital Entertainment,0.45,0.37,0.44,0.16,1.42,80.0,7.9,PlatinumGames
Dragon Quest Monsters: Joker 2,DS,2010.0,Role-Playing,Square Enix,0.09,0.07,1.24,0.02,1.41,77.0,7.3,TOSE
Medal of Honor: Warfighter,PS3,2012.0,Action,Electronic Arts,0.48,0.62,0.06,0.26,1.41,55.0,6,Danger Close
Tomb Raider (2013),PS4,2014.0,Action,Square Enix,0.47,0.65,0.06,0.22,1.4,,,
Forza Horizon 2,XOne,2014.0,Racing,Microsoft Game Studios,0.5,0.78,0.01,0.11,1.4,86.0,8.2,Playground Games
Inazuma Eleven 2,DS,2009.0,Role-Playing,Nintendo,0.0,0.19,1.18,0.03,1.39,,,
Far Cry 2,PS3,2008.0,Action,Ubisoft,0.43,0.69,0.01,0.26,1.38,85.0,6.4,Ubisoft Montreal
Ryse: Son of Rome,XOne,2013.0,Action,Microsoft Game Studios,0.83,0.43,0.0,0.13,1.38,60.0,6.1,Crytek
Rise of the Tomb Raider,XOne,2015.0,Adventure,Square Enix,0.55,0.7,0.02,0.11,1.38,86.0,8,Crystal Dynamics
Bakugan: Battle Brawlers,DS,2009.0,Action,Activision,1.26,0.02,0.0,0.1,1.38,60.0,6.7,Now Production
Final Fantasy XII: Revenant Wings,DS,2007.0,Role-Playing,Square Enix,0.33,0.41,0.54,0.1,1.37,81.0,6.1,"Square Enix, Think and Feel"
Dead Rising 2,PS3,2010.0,Action,Capcom,0.43,0.56,0.15,0.21,1.36,80.0,6.7,Blue Castle Games
Ridge Racer 7,PS3,2006.0,Racing,Namco Bandai Games,0.24,0.7,0.16,0.26,1.36,78.0,7.1,Namco Bandai Games
WWE '13,PS3,2012.0,Action,THQ,0.51,0.6,0.0,0.25,1.35,76.0,8.1,THQ
Middle-Earth: Shadow of Mordor,XOne,2014.0,Action,Warner Bros. Interactive Entertainment,0.73,0.5,0.01,0.12,1.35,87.0,8,Monolith Productions
MotorStorm: Pacific Rift,PS3,2008.0,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,82.0,8,Evolution Studios
Chrono Trigger,DS,2008.0,Role-Playing,Square Enix,0.61,0.16,0.49,0.08,1.34,92.0,8.9,TOSE
F1 2010,PS3,2010.0,Racing,Codemasters,0.25,0.75,0.08,0.26,1.34,84.0,7.8,Codemasters Birmingham
NBA 2K15,PS3,2014.0,Sports,Take-Two Interactive,0.87,0.21,0.02,0.24,1.34,,3.5,Visual Concepts
The Elder Scrolls V: Skyrim,PS4,2016.0,Role-Playing,Bethesda Softworks,0.48,0.59,0.04,0.21,1.33,,,
Grand Theft Auto: Chinatown Wars,DS,2009.0,Action,Take-Two Interactive,0.58,0.56,0.05,0.14,1.32,93.0,8.3,Rockstar Leeds
World of Warcraft: Wrath of the Lich King,PC,2008.0,Role-Playing,Activision,0.01,0.13,0.0,1.18,1.32,91.0,7.5,Blizzard Entertainment
The ICO & Shadow of the Colossus Collection,PS3,2011.0,Adventure,Sony Computer Entertainment,0.67,0.34,0.13,0.17,1.31,,,
LEGO Harry Potter: Years 1-4,PS3,2010.0,Action,Warner Bros. Interactive Entertainment,0.55,0.55,0.0,0.21,1.31,79.0,8,Traveller's Tales
The Witcher 3: Wild Hunt,XOne,2015.0,Role-Playing,Namco Bandai Games,0.69,0.5,0.0,0.11,1.31,91.0,9.2,CD Projekt Red Studio
Assassin's Creed Syndicate,XOne,2015.0,Action,Ubisoft,0.62,0.56,0.0,0.11,1.3,78.0,6.1,Ubisoft Quebec
Pokemon Ranger: Guardian Signs,DS,2010.0,Role-Playing,Nintendo,0.5,0.16,0.58,0.05,1.29,68.0,8.2,Creatures Inc.
LEGO Batman: The Videogame,PS3,2008.0,Action,Warner Bros. Interactive Entertainment,0.72,0.39,0.0,0.19,1.29,75.0,7.7,Traveller's Tales
Crysis 2,PS3,2011.0,Action,Electronic Arts,0.46,0.56,0.06,0.21,1.29,85.0,7.2,Crytek
Mario & Luigi: Partners in Time,DS,2005.0,Role-Playing,Nintendo,0.74,0.05,0.43,0.07,1.29,,,
Dying Light,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.86,0.3,0.01,0.12,1.29,74.0,7.8,Techland
Fallout 4,PC,2015.0,Role-Playing,Bethesda Softworks,0.51,0.67,0.0,0.1,1.29,84.0,5.4,Bethesda Game Studios
Assassin's Creed: Rogue,PS3,2014.0,Action,Ubisoft,0.46,0.56,0.06,0.2,1.29,72.0,7.5,Ubisoft Sofia
The Elder Scrolls Online,XOne,2015.0,Role-Playing,Bethesda Softworks,0.78,0.38,0.0,0.12,1.28,77.0,8.4,ZeniMax Media
Dark Souls II,PS3,2014.0,Role-Playing,Namco Bandai Games,0.4,0.33,0.4,0.15,1.27,91.0,8.1,From Software
Metal Gear Solid V: Ground Zeroes,PS4,2014.0,Action,Konami Digital Entertainment,0.45,0.47,0.17,0.18,1.27,75.0,6.2,Kojima Productions
Mystery Case Files: MillionHeir,DS,2008.0,Adventure,Nintendo,0.75,0.39,0.0,0.12,1.27,65.0,tbd,Griptonite Games
Valkyria Chronicles,PS3,2008.0,Role-Playing,Sega,0.71,0.19,0.24,0.13,1.27,86.0,8.6,Sega
Final Fantasy X / X-2 HD Remaster,PS3,2013.0,Role-Playing,Square Enix,0.43,0.36,0.32,0.16,1.27,85.0,8.5,Virtuos
Need for Speed Rivals,PS3,2013.0,Racing,Electronic Arts,0.33,0.69,0.05,0.19,1.27,80.0,4.9,Ghost Games
Football Manager 2011,PC,2010.0,Sports,Sega,0.0,1.01,0.0,0.25,1.26,85.0,8.4,Sports Interactive
Championship Manager 03/04,PC,2003.0,Sports,Eidos Interactive,0.0,1.15,0.0,0.11,1.26,,,
Tomb Raider: Underworld,PS3,2008.0,Action,Eidos Interactive,0.45,0.55,0.05,0.22,1.26,75.0,7.2,Nixxes Software
Kung Fu Panda,DS,2008.0,Action,Activision,0.56,0.56,0.0,0.14,1.25,,,
Saints Row IV,PS3,2013.0,Action,Deep Silver,0.56,0.41,0.09,0.19,1.25,76.0,6.3,Volition Inc.
Ratatouille,DS,2007.0,Action,THQ,0.49,0.62,0.0,0.14,1.25,,,
[Prototype],PS3,2009.0,Action,Activision,0.65,0.4,0.0,0.19,1.24,79.0,7.7,Radical Entertainment
Transformers: Autobots / Decepticons,DS,2007.0,Action,Activision,1.12,0.02,0.0,0.09,1.24,,,
FIFA Street,PS3,2012.0,Sports,Electronic Arts,0.12,0.89,0.0,0.23,1.23,76.0,6.4,EA Sports
Madden NFL 17,XOne,2016.0,Sports,Electronic Arts,1.08,0.02,0.0,0.13,1.23,83.0,5.9,EA Sports
Cars 2,DS,2011.0,Racing,Disney Interactive Studios,0.68,0.4,0.04,0.11,1.23,,,
Kingdom Hearts II,PS3,2014.0,Role-Playing,Square Enix,0.52,0.35,0.18,0.18,1.23,,,
Hyrule Warriors,WiiU,2014.0,Action,Nintendo,0.58,0.42,0.13,0.1,1.23,76.0,8.3,Omega Force
Need for Speed Carbon,PS3,2006.0,Racing,Electronic Arts,0.49,0.5,0.03,0.2,1.23,75.0,7.3,EA Canada
2010 FIFA World Cup South Africa,PS3,2010.0,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,82.0,7.8,EA Canada
Tales of Xillia,PS3,2011.0,Role-Playing,Namco Bandai Games,0.29,0.18,0.67,0.09,1.22,78.0,8.2,Bandai Namco Games
Diddy Kong Racing DS,DS,2007.0,Racing,Nintendo,1.09,0.03,0.0,0.09,1.22,63.0,7.5,Rare Ltd.
WWE 2K16,PS4,2015.0,Sports,Take-Two Interactive,0.41,0.6,0.0,0.2,1.21,73.0,7.4,Yuke's
Bayonetta,PS3,2009.0,Action,Sega,0.44,0.39,0.21,0.16,1.21,87.0,7.7,Nex Entertainment
F1 2011,PS3,2011.0,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,82.0,7.1,Codemasters
LEGO Batman 2: DC Super Heroes,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.5,0.5,0.0,0.19,1.19,81.0,7.5,Traveller's Tales
LEGO Indiana Jones 2: The Adventure Continues,DS,2009.0,Action,Activision,0.65,0.42,0.0,0.11,1.18,59.0,tbd,TT Fusion
One Piece: Pirate Warriors,PS3,2012.0,Action,Namco Bandai Games,0.01,0.23,0.86,0.08,1.18,64.0,6.5,"Omega Force, Tecmo Koei Games"
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,0.48,0.24,0.36,0.1,1.17,52.0,4.9,Slant Six
Mad Max (2015),PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.36,0.59,0.04,0.18,1.17,,,
Grand Theft Auto V,PC,2015.0,Action,Take-Two Interactive,0.39,0.69,0.0,0.09,1.17,96.0,7.9,Rockstar North
Fallout: New Vegas,PC,2010.0,Role-Playing,Bethesda Softworks,0.59,0.45,0.0,0.14,1.17,84.0,8.6,Obsidian Entertainment
LEGO Star Wars III: The Clone Wars,PS3,2011.0,Action,LucasArts,0.52,0.46,0.0,0.19,1.16,76.0,7.3,Traveller's Tales
FIFA 14,XOne,2013.0,Sports,Electronic Arts,0.41,0.66,0.0,0.09,1.16,88.0,5.8,EA Canada
Football Manager 2013,PC,2012.0,Sports,Sega,0.0,0.95,0.0,0.21,1.15,86.0,6.7,Sports Interactive
WWE 2K15,PS4,2014.0,Sports,Take-Two Interactive,0.39,0.57,0.0,0.19,1.15,62.0,5.1,Yuke's
Ninja Gaiden Sigma,PS3,2007.0,Action,Eidos Interactive,0.57,0.32,0.09,0.16,1.14,88.0,7.5,Team Ninja
WWE 2K14,PS3,2013.0,Sports,Take-Two Interactive,0.49,0.46,0.0,0.19,1.14,74.0,7.5,Yuke's
007: Quantum of Solace,PS3,2008.0,Action,Activision,0.43,0.51,0.02,0.19,1.14,65.0,6.6,Treyarch
Hot Shots Golf: Out of Bounds,PS3,2007.0,Sports,Sony Computer Entertainment,0.31,0.03,0.76,0.04,1.14,81.0,8.8,Clap Hanz
Red Dead Redemption: Undead Nightmare,PS3,2010.0,Action,Take-Two Interactive,0.45,0.45,0.06,0.18,1.14,,7.4,Rockstar San Diego
Watch Dogs 2,PS4,2016.0,Action,Ubisoft,0.37,0.58,0.0,0.18,1.13,83.0,7.8,Ubisoft Montreal
ModNation Racers,PS3,2010.0,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,82.0,8.4,United Front Games
Worldwide Soccer Manager 2008,PC,2007.0,Sports,Russel,0.0,1.12,0.0,0.0,1.12,86.0,8,Sports Interactive
Yakuza 3,PS3,2009.0,Action,Sega,0.21,0.2,0.62,0.08,1.12,79.0,8.1,Ryu ga Gotoku Studios
Castlevania: Lords of Shadow,PS3,2010.0,Action,Konami Digital Entertainment,0.5,0.35,0.1,0.15,1.1,85.0,8,Mercury Steam
GRID,PS3,2008.0,Racing,Codemasters,0.31,0.56,0.03,0.2,1.1,87.0,8.1,Codemasters
Project CARS,PS4,2015.0,Racing,Slightly Mad Studios,0.2,0.7,0.02,0.16,1.09,83.0,6.6,Slightly Mad Studios
LEGO Star Wars III: The Clone Wars,DS,2011.0,Action,LucasArts,0.61,0.38,0.0,0.1,1.09,66.0,tbd,Traveller's Tales
Dante's Inferno,PS3,2010.0,Action,Electronic Arts,0.64,0.28,0.04,0.13,1.08,75.0,7.5,Visceral Games
Toy Story 3: The Video Game,PS3,2010.0,Action,Disney Interactive Studios,0.51,0.4,0.0,0.16,1.08,,,
Final Fantasy XIV: A Realm Reborn,PS3,2013.0,Role-Playing,Square Enix,0.37,0.3,0.28,0.13,1.08,,,
Forza Horizon 3,XOne,2016.0,Racing,Microsoft Game Studios,0.42,0.58,0.0,0.08,1.08,91.0,7.4,Playground Games
LEGO Star Wars II: The Original Trilogy,DS,2006.0,Action,LucasArts,0.96,0.03,0.0,0.08,1.07,47.0,5,Amaze Entertainment
Prince of Persia,PS3,2008.0,Action,Ubisoft,0.47,0.4,0.03,0.17,1.07,85.0,7.3,Ubisoft Montreal
MySims Agents,DS,2009.0,Adventure,Electronic Arts,0.54,0.42,0.0,0.11,1.07,60.0,tbd,TOSE
Lightning Returns: Final Fantasy XIII,PS3,2013.0,Role-Playing,Square Enix,0.31,0.2,0.45,0.11,1.07,66.0,5.9,Square Enix
Skylanders Giants,PS3,2012.0,Action,Activision,0.36,0.49,0.0,0.2,1.06,77.0,6.3,Toys for Bob
LEGO Marvel Super Heroes,XOne,2013.0,Action,Warner Bros. Interactive Entertainment,0.61,0.35,0.0,0.09,1.06,,6.8,TT Games
DiRT 3,PS3,2011.0,Racing,Codemasters,0.27,0.57,0.01,0.2,1.06,87.0,7.1,Codemasters
DiRT,PS3,2007.0,Racing,Codemasters,0.16,0.66,0.0,0.23,1.05,83.0,8,Codemasters
LEGO The Lord of the Rings,PS3,2012.0,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0.0,0.19,1.05,82.0,8.3,TT Games
EA Sports UFC,PS4,2014.0,Sports,Electronic Arts,0.46,0.41,0.01,0.17,1.05,70.0,6.1,EA Sports
Virtua Tennis 3,PS3,2007.0,Sports,Sega,0.23,0.58,0.03,0.21,1.05,80.0,7.9,Sega AM3
Sleeping Dogs,PS3,2012.0,Action,Square Enix,0.31,0.49,0.05,0.19,1.04,83.0,7.7,United Front Games
Sonic & Sega All-Stars Racing,DS,2010.0,Racing,Sega,0.43,0.5,0.0,0.11,1.04,,,
F1 2012,PS3,2012.0,Racing,Codemasters,0.12,0.63,0.05,0.23,1.03,81.0,7.5,Codemasters
UFC Undisputed 3,PS3,2012.0,Action,THQ,0.55,0.32,0.03,0.13,1.03,86.0,7.4,Yuke's
The Legend of Zelda: Twilight Princess HD,WiiU,2016.0,Action,Nintendo,0.56,0.3,0.08,0.09,1.03,86.0,8.4,"Tantalus Interactive, Tantatus, Nintendo"
LEGO Indiana Jones: The Original Adventures,PS3,2008.0,Action,Activision,0.44,0.42,0.0,0.17,1.03,77.0,7.7,Traveller's Tales
NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.86,0.06,0.0,0.11,1.02,90.0,6.2,Visual Concepts
Pokemon Conquest,DS,2012.0,Role-Playing,Nintendo,0.56,0.05,0.37,0.04,1.02,80.0,8.2,Koei
Disney Fairies: Tinker Bell and the Lost Treasure,DS,2009.0,Adventure,Disney Interactive Studios,0.56,0.34,0.02,0.09,1.01,,tbd,Hyde
Championship Manager 3,PC,2003.0,Sports,Eidos Interactive,0.0,0.93,0.0,0.08,1.01,,,
ZombiU,WiiU,2012.0,Action,Ubisoft,0.52,0.36,0.05,0.08,1.01,77.0,7.7,Ubisoft Montpellier
DiRT 2,PS3,2009.0,Racing,Codemasters,0.27,0.52,0.0,0.19,0.99,87.0,8.2,Codemasters
Apollo Justice: Ace Attorney,DS,2007.0,Adventure,Capcom,0.28,0.04,0.64,0.03,0.99,78.0,8.1,Capcom
Final Fantasy Type-0,PS4,2015.0,Role-Playing,Square Enix,0.37,0.32,0.15,0.14,0.98,,,
Tales of Graces f,PS3,2010.0,Role-Playing,Namco Bandai Games,0.28,0.18,0.45,0.07,0.98,77.0,8.2,Namco Bandai Games
Fallout 3,PC,2008.0,Role-Playing,Bethesda Softworks,0.02,0.88,0.0,0.08,0.98,91.0,7.9,Bethesda Game Studios
Grand Theft Auto: San Andreas,PC,2005.0,Action,Take-Two Interactive,0.0,0.93,0.0,0.04,0.97,93.0,8.9,Rockstar North
Madden NFL 08,PS3,2007.0,Sports,Electronic Arts,0.89,0.0,0.0,0.08,0.97,81.0,5.3,EA Tiburon
Disney Infinity,PS3,2013.0,Action,Disney Interactive Studios,0.49,0.32,0.0,0.16,0.97,75.0,5.9,Avalanche Software
Disney Tangled,DS,2010.0,Action,Disney Interactive Studios,0.53,0.35,0.0,0.09,0.97,,,
Mass Effect 3,PC,2012.0,Role-Playing,Electronic Arts,0.4,0.44,0.0,0.12,0.97,89.0,5.5,BioWare
Cars,DS,2006.0,Racing,THQ,0.85,0.04,0.0,0.07,0.97,54.0,2.1,Helixe
Dead Space 3,PS3,2013.0,Action,Electronic Arts,0.44,0.36,0.0,0.16,0.96,76.0,6.4,Visceral Games
The Witcher 2: Assassins of Kings,PC,2011.0,Action,Namco Bandai Games,0.25,0.56,0.0,0.14,0.96,88.0,8.5,CD Projekt Red Studio
My Weight Loss Coach,DS,2008.0,Sports,Ubisoft,0.3,0.54,0.0,0.11,0.95,63.0,7.6,Ubisoft Montreal
Disney Infinity 2.0: Marvel Super Heroes,PS3,2014.0,Action,Disney Interactive Studios,0.46,0.33,0.0,0.16,0.95,,,
PlayStation All-Stars Battle Royale,PS3,2012.0,Action,Sony Computer Entertainment,0.5,0.27,0.04,0.15,0.95,74.0,7.3,SuperBot Entertainment
Mega Man Star Force Dragon / Leo / Pegasus,DS,2006.0,Action,Capcom,0.39,0.0,0.53,0.03,0.95,,,
Pro Evolution Soccer 2014,PS3,2013.0,Action,Konami Digital Entertainment,0.03,0.41,0.51,0.0,0.95,78.0,4.1,Konami
Driver: San Francisco,PS3,2011.0,Racing,Ubisoft,0.24,0.52,0.01,0.18,0.95,79.0,7.7,Ubisoft Reflections
Ben 10: Alien Force,DS,2008.0,Action,Koch Media,0.65,0.22,0.0,0.09,0.95,,2.8,Monkey Bar Games
Sonic & Sega All-Stars Racing,PS3,2010.0,Racing,Sega,0.36,0.43,0.0,0.16,0.95,,,
LEGO Pirates of the Caribbean: The Video Game,PS3,2011.0,Action,Disney Interactive Studios,0.36,0.43,0.0,0.16,0.95,73.0,7.1,Traveller's Tales
Tom Clancy's Splinter Cell: Blacklist,PS3,2013.0,Action,Ubisoft,0.34,0.39,0.06,0.15,0.94,84.0,7.7,Ubisoft Toronto
Skylanders: Spyro's Adventure,PS3,2011.0,Action,Activision,0.39,0.39,0.0,0.16,0.94,77.0,4.8,Toys for Bob
Brutal Legend,PS3,2009.0,Action,Electronic Arts,0.54,0.27,0.0,0.13,0.94,83.0,7.6,Double Fine Productions
Rise of the Tomb Raider,PS4,2016.0,Adventure,Square Enix,0.23,0.53,0.04,0.14,0.94,,,
EA Sports UFC 2,PS4,2016.0,Sports,Electronic Arts,0.29,0.49,0.0,0.15,0.93,79.0,6.2,EA Sports
Dragon Age: Inquisition,XOne,2014.0,Role-Playing,Electronic Arts,0.56,0.28,0.0,0.09,0.93,85.0,6.9,BioWare
White Knight Chronicles: International Edition,PS3,2008.0,Role-Playing,Sony Computer Entertainment,0.33,0.16,0.36,0.08,0.93,64.0,7.5,Level 5
Kingdom Hearts Re:coded,DS,2010.0,Role-Playing,Square Enix,0.53,0.09,0.27,0.05,0.93,66.0,7,"Square Enix, h.a.n.d. Inc."
Inazuma Eleven 3,DS,2010.0,Role-Playing,Level 5,0.0,0.0,0.93,0.0,0.93,,,
Lego Batman 3: Beyond Gotham,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,0.37,0.4,0.0,0.15,0.93,73.0,7.1,TT Games
The LEGO Movie Videogame,PS3,2014.0,Action,Warner Bros. Interactive Entertainment,0.33,0.43,0.02,0.15,0.93,80.0,6.8,TT Games
Assassin's Creed III,PC,2012.0,Action,Ubisoft,0.28,0.53,0.0,0.12,0.93,80.0,6.2,Ubisoft
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,0.44,0.05,0.39,0.05,0.92,81.0,9.2,Capcom
MLB 15: The Show,PS4,2015.0,Sports,Sony Computer Entertainment,0.68,0.08,0.0,0.17,0.92,80.0,7.8,SCEA San Diego Studios
South Park: The Stick of Truth,PS3,2014.0,Role-Playing,Ubisoft,0.43,0.34,0.0,0.16,0.92,85.0,8.5,Obsidian Entertainment
MLB 12: The Show,PS3,2012.0,Sports,Sony Computer Entertainment,0.86,0.0,0.0,0.06,0.92,87.0,7.5,SCEA San Diego Studios
EA Sports Active 2,PS3,2010.0,Sports,Electronic Arts,0.52,0.27,0.0,0.12,0.91,78.0,5.4,EA Canada
Assassin's Creed,PC,2008.0,Adventure,Ubisoft,0.01,0.83,0.0,0.07,0.91,,,
Dynasty Warriors 7,PS3,2011.0,Action,Tecmo Koei,0.25,0.13,0.46,0.06,0.91,57.0,7.4,Omega Force
NBA 2K14,XOne,2013.0,Sports,Take-Two Interactive,0.7,0.11,0.0,0.09,0.91,86.0,5.7,Visual Concepts
SSX,PS3,2012.0,Sports,Electronic Arts,0.35,0.41,0.02,0.14,0.91,81.0,6.8,EA Canada
Just Cause 3,XOne,2015.0,Action,Square Enix,0.44,0.39,0.0,0.08,0.9,71.0,7,Avalanche Studios
LEGO Jurassic World,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.32,0.42,0.02,0.14,0.9,70.0,7,TT Games
Avatar: The Game,PS3,2009.0,Action,Ubisoft,0.32,0.42,0.0,0.16,0.9,,,
The Elder Scrolls Online,PC,2014.0,Role-Playing,Bethesda Softworks,0.32,0.51,0.0,0.07,0.9,71.0,5.7,ZeniMax Media
MX vs. ATV Reflex,PS3,2009.0,Racing,THQ,0.52,0.25,0.0,0.12,0.9,74.0,7.4,Rainbow Studios
Madden NFL 25,PS4,2013.0,Sports,Electronic Arts,0.63,0.13,0.0,0.15,0.9,74.0,5.2,EA Sports
LEGO Pirates of the Caribbean: The Video Game,DS,2011.0,Action,Disney Interactive Studios,0.34,0.46,0.0,0.1,0.9,69.0,tbd,Traveller's Tales
MLB 16: The Show,PS4,2016.0,Action,Sony Computer Entertainment,0.72,0.0,0.0,0.17,0.89,,,
Pure,PS3,2008.0,Racing,Disney Interactive Studios,0.42,0.33,0.0,0.14,0.89,83.0,7.8,Black Rock Studio
Tiger Woods PGA Tour 12: The Masters,PS3,2011.0,Sports,Electronic Arts,0.52,0.25,0.0,0.11,0.89,80.0,7.3,Electronic Arts
LEGO Indiana Jones 2: The Adventure Continues,PS3,2009.0,Action,Activision,0.47,0.29,0.0,0.13,0.89,70.0,7.1,Traveller's Tales
Fossil Fighters,DS,2008.0,Role-Playing,Nintendo,0.83,0.0,0.0,0.06,0.89,70.0,7.9,RED Entertainment
NCAA Football 13,PS3,2012.0,Action,Electronic Arts,0.82,0.0,0.0,0.07,0.89,79.0,4.1,EA Tiburon
The Simpsons Game,PS3,2007.0,Action,Electronic Arts,0.38,0.36,0.0,0.15,0.88,71.0,7.5,EA Redwood Shores
The Tomb Raider Trilogy,PS3,2011.0,Action,Square Enix,0.27,0.46,0.0,0.15,0.88,78.0,8.1,Crystal Dynamics
Far Cry: Primal,XOne,2016.0,Action,Ubisoft,0.47,0.33,0.0,0.08,0.88,77.0,6.4,Ubisoft Montreal
Sonic Chronicles: The Dark Brotherhood,DS,2008.0,Role-Playing,Sega,0.5,0.29,0.01,0.08,0.88,74.0,7.3,BioWare
Star Wars: The Force Unleashed,DS,2008.0,Action,LucasArts,0.5,0.28,0.0,0.09,0.88,61.0,5.5,n-Space
Grand Theft Auto IV,PC,2008.0,Action,Take-Two Interactive,0.01,0.79,0.0,0.07,0.88,90.0,6.6,Rockstar Toronto
LittleBigPlanet Karting,PS3,2012.0,Action,Sony Computer Entertainment,0.42,0.3,0.01,0.15,0.87,73.0,6.9,"Media Molecule, United Front Games"
Beijing 2008,PS3,2008.0,Sports,Sega,0.14,0.54,0.01,0.18,0.86,,,
FIFA Soccer 08,DS,2007.0,Sports,Electronic Arts,0.1,0.65,0.0,0.11,0.85,,,
LEGO Jurassic World,PS3,2015.0,Action,Warner Bros. Interactive Entertainment,0.35,0.36,0.0,0.14,0.85,,7.4,TT Games
Kingdoms of Amalur: Reckoning,PS3,2012.0,Role-Playing,Electronic Arts,0.37,0.29,0.09,0.11,0.85,81.0,7.6,Big Huge Games
Ninja Gaiden Sigma 2,PS3,2009.0,Action,Ubisoft Annecy,0.52,0.16,0.08,0.1,0.85,83.0,7.7,Team Ninja
Wii Fit U,WiiU,2013.0,Sports,Nintendo,0.35,0.23,0.21,0.05,0.85,72.0,7.7,Nintendo
NCAA Football 11,PS3,2010.0,Sports,Electronic Arts,0.79,0.0,0.0,0.06,0.85,85.0,7.4,EA Tiburon
Darksiders II,PS3,2012.0,Action,THQ,0.35,0.35,0.01,0.14,0.84,84.0,7.1,Vigil Games
 Tales of Xillia 2,PS3,2012.0,Role-Playing,Namco Bandai Games,0.2,0.12,0.45,0.07,0.84,71.0,7.9,Bandai Namco Games
Ghostbusters: The Video Game,PS3,2009.0,Action,Sony Computer Entertainment,0.34,0.36,0.0,0.14,0.84,78.0,7.9,Terminal Reality
Xenoblade Chronicles X,WiiU,2015.0,Role-Playing,Nintendo,0.36,0.28,0.14,0.06,0.84,84.0,8.9,Monolith Soft
NBA 2K10,PS3,2009.0,Sports,Take-Two Interactive,0.75,0.01,0.01,0.07,0.84,83.0,7.8,Visual Concepts
Skate 2,PS3,2009.0,Sports,Electronic Arts,0.46,0.25,0.01,0.12,0.84,84.0,7.8,EA Black Box
The Evil Within,PS3,2014.0,Action,Bethesda Softworks,0.26,0.34,0.13,0.12,0.84,,7.6,Tango Gameworks
NCAA Football 14,PS3,2013.0,Sports,Electronic Arts,0.75,0.0,0.0,0.09,0.84,77.0,6.2,EA Tiburon
Harry Potter and the Order of the Phoenix,DS,2007.0,Action,Electronic Arts,0.28,0.46,0.0,0.1,0.84,51.0,4.9,Visual Impact
NCAA Football 12,PS3,2011.0,Sports,Electronic Arts,0.78,0.0,0.0,0.05,0.83,82.0,5.8,EA Sports
Tiger Woods PGA Tour 11,PS3,2010.0,Sports,Electronic Arts,0.37,0.33,0.0,0.13,0.83,78.0,6.7,EA Sports
Dragon Age II,PS3,2011.0,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,82.0,4.3,BioWare
God of War Saga,PS3,2012.0,Action,Sony Computer Entertainment,0.73,0.0,0.0,0.1,0.82,,8.3,"Ready at Dawn, SCE Santa Monica"
Scooby-Doo! First Frights,DS,2009.0,Action,Warner Bros. Interactive Entertainment,0.6,0.16,0.0,0.07,0.82,,,
Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,0.42,0.19,0.11,0.09,0.82,74.0,8.8,"Capcom, Pipeworks Software, Inc."
Thief (2014),PS4,2014.0,Action,Square Enix,0.28,0.38,0.03,0.13,0.82,,,
Twisted Metal (2012),PS3,2012.0,Action,Sony Computer Entertainment,0.67,0.07,0.0,0.08,0.81,,,
Madden NFL 25,XOne,2013.0,Sports,Electronic Arts,0.67,0.05,0.0,0.08,0.81,73.0,5.9,EA Sports
NCAA Football 10,PS3,2009.0,Sports,Electronic Arts,0.75,0.0,0.0,0.06,0.81,80.0,6.9,EA Tiburon
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006.0,Action,Disney Interactive Studios,0.72,0.03,0.0,0.06,0.8,,7,Gorilla Systems
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,0.24,0.26,0.19,0.1,0.79,85.0,5.3,Ninja Theory
Pro Evolution Soccer 2016,PS4,2015.0,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.79,87.0,7.1,Konami
